热功率（MW）915.010925,电功率（MW）299.991913,主回路1冷却剂流量（kg/s）3612.538574,主回路2冷却剂流量（kg/s）3615.324707,主回路1热管段冷却剂温度（℃）306.852814,主回路2热管段冷却剂温度（℃）306.851501,主回路1冷管段冷却剂温度（℃）283.405212,主回路2冷管段冷却剂温度（℃）283.398712,主回路1蒸汽发生器二次侧压力（MPa）5.842700,主回路2蒸汽发生器二次侧压力（MPa）5.829300,主回路1蒸汽发生器水位（m）10.473400,主回路2蒸汽发生器水位（m）10.480000,主回路1蒸汽发生器给水流量（kg/s）246.581894,主回路2蒸汽发生器给水流量（kg/s）246.011307,与前值相同，未使用,与前值相同，未使用,主回路1蒸汽发生器给水温度（℃）212.815598,主回路2蒸汽发生器给水温度（℃）212.814499,恒定量，未使用,恒定量，未使用,主回路1蒸汽发生器蒸汽出口流量（kg/s）244.279297,主回路2蒸汽发生器蒸汽出口流量（kg/s）243.720703,主回路1蒸汽发生器蒸汽出口温度（℃）273.898285,主回路2蒸汽发生器蒸汽出口温度（℃）273.749512,稳压器压力（MPa）15.265100,稳压器水位（m）5.402600,好像是稳压器加热功率，因为变化观察不到规律，未使用,稳压器蒸汽空间温度（℃）357.856293,稳压器水空间温度（℃）337.480011
915.015686,302.755707,3612.568604,3616.175537,306.854889,306.850800,283.399689,283.327393,5.844300,5.833100,10.475100,10.483100,245.103806,242.447403,245.279099,242.860504,212.760498,212.758408,18.000000,18.000000,240.169601,239.487000,273.914093,273.790100,15.263900,5.401500,137.785400,357.777100,337.468506
914.956726,303.773987,3612.549072,3616.209229,306.857788,306.850311,283.395111,283.310699,5.846000,5.832400,10.470600,10.475900,246.150497,244.808899,246.439896,245.419098,212.599197,212.597504,18.000000,18.000000,244.330002,243.803497,273.935089,273.784698,15.263000,5.401300,136.751205,357.889008,337.464905
914.907471,309.691986,3612.543213,3615.805176,306.854004,306.847198,283.395386,283.338715,5.842800,5.831000,10.469200,10.473900,246.572906,245.616501,246.516006,245.608902,212.592697,212.591400,18.000000,18.000000,244.959503,244.429993,273.900391,273.768707,15.262300,5.401300,137.383499,358.198090,337.463013
914.797485,307.133392,3612.621582,3615.699707,306.842712,306.836212,283.401611,283.376404,5.844800,5.832000,10.470400,10.474700,245.817795,244.860397,245.440506,244.499405,212.622803,212.621597,18.000000,18.000000,241.164307,240.659103,273.918793,273.777313,15.264600,5.401600,137.669601,357.762085,337.466888
915.059387,302.716400,3612.442139,3615.597900,306.833313,306.822998,283.407410,283.397186,5.846100,5.833800,10.469000,10.473500,245.179993,244.220795,245.201996,244.245499,212.559097,212.557800,18.000000,18.000000,240.793503,240.274597,273.935699,273.798187,15.262200,5.401700,136.326294,357.814209,337.463013
915.971375,302.050690,3612.372559,3615.083008,306.827301,306.816589,283.409607,283.406586,5.847100,5.834500,10.466900,10.471800,245.758301,244.823807,246.105301,245.192596,212.473602,212.472305,18.000000,18.000000,243.606293,243.084503,273.946289,273.806488,15.262100,5.402300,138.027206,357.798187,337.459290
916.784119,307.991791,3612.417236,3614.560303,306.827515,306.822388,283.411102,283.411407,5.844600,5.832300,10.467000,10.472300,246.519302,245.447296,246.625900,245.542496,212.484604,212.483200,18.000000,18.000000,245.780899,245.261703,273.921387,273.784790,15.266000,5.402000,137.812607,358.097504,337.457092
916.889099,307.097290,3612.393555,3615.641113,306.844086,306.839111,283.415802,283.417999,5.844900,5.832800,10.469900,10.476000,246.182098,245.231400,245.692902,244.717407,212.546005,212.544693,18.000000,18.000000,241.464493,240.971802,273.924988,273.790009,15.262000,5.403000,136.540894,357.777496,337.457001
916.318604,302.953491,3612.330566,3615.145752,306.856903,306.857788,283.419098,283.421295,5.847000,5.834600,10.470000,10.476300,245.133408,244.176193,245.110901,244.146500,212.514099,212.512802,18.000000,18.000000,240.839905,240.327896,273.945801,273.808411,15.263500,5.403700,137.427795,357.745697,337.453308
915.617493,300.932709,3612.341064,3615.173096,306.875214,306.875000,283.420288,283.422791,5.847700,5.835400,10.468500,10.474700,245.409698,244.456100,245.747101,244.804199,212.433899,212.432602,18.000000,18.000000,243.292694,242.779404,273.954712,273.816986,15.264300,5.404500,137.083099,357.744904,337.450409
914.923584,306.427887,3612.355713,3615.137939,306.885986,306.885986,283.421387,283.424805,5.846600,5.833900,10.468500,10.474500,246.202698,245.280502,246.397003,245.448898,212.428207,212.426895,18.000000,18.000000,245.989700,245.460297,273.938202,273.797791,15.265000,5.405100,136.723999,357.760895,337.448792
914.390686,307.244598,3612.306152,3615.212158,306.889313,306.889313,283.425415,283.430511,5.845100,5.833700,10.471100,10.477500,246.211899,245.280899,246.022705,245.058701,212.501205,212.500000,18.000000,18.000000,242.080093,241.591705,273.927399,273.800293,15.265300,5.405600,136.488007,357.758606,337.449310
914.059021,303.543701,3612.287842,3614.918213,306.886108,306.885986,283.431488,283.436615,5.848300,5.835600,10.472100,10.478100,245.087997,244.145294,245.036896,244.082306,212.495300,212.494095,18.000000,18.000000,240.834503,240.324799,273.960510,273.819794,15.265300,5.405900,136.343506,357.797913,337.450195
913.922119,300.464813,3612.268799,3614.907227,306.878998,306.878693,283.436798,283.441498,5.849000,5.836700,10.470300,10.476300,245.149704,244.187607,245.350204,244.393799,212.419403,212.418106,18.000000,18.000000,242.396500,241.885193,273.968994,273.832489,15.265600,5.406100,136.420700,357.811615,337.452301
913.954407,304.378998,3612.215332,3614.954834,306.871796,306.871399,283.441589,283.446594,5.848600,5.836200,10.469500,10.475200,245.964096,245.044907,246.066101,245.133896,212.390793,212.389496,18.000000,18.000000,245.965500,245.445099,273.960999,273.823090,15.265400,5.406300,136.314896,357.782013,337.453186
914.052612,307.168610,3612.399414,3614.098389,306.870087,306.866791,283.447113,283.453705,5.846400,5.834600,10.471200,10.477100,246.038193,245.119797,246.053894,245.122192,212.460693,212.459396,18.000000,18.000000,242.942795,242.436798,273.940399,273.809906,15.265100,5.406000,136.253403,357.880188,337.457703
914.099426,304.032501,3612.022705,3614.663330,306.872894,306.865601,283.453094,283.458893,5.849200,5.836400,10.472500,10.478000,245.122299,244.165604,245.021698,244.075806,212.482300,212.481003,18.000000,18.000000,240.958496,240.445908,273.971497,273.828888,15.265500,5.406300,135.349304,357.803192,337.452301
914.038696,300.575714,3612.004395,3614.499756,306.875702,306.866486,283.456085,283.454193,5.849800,5.837200,10.470600,10.475900,244.992996,244.030701,245.099197,244.139801,212.420395,212.419098,18.000000,18.000000,241.751602,241.228394,273.977692,273.837585,15.262600,5.406300,136.224792,358.220215,337.450195
913.902893,302.762390,3612.153076,3614.943604,306.874207,306.868988,283.456207,283.450104,5.850200,5.837500,10.469200,10.474400,245.832397,244.923798,245.830093,244.922195,212.377304,212.376007,18.000000,18.000000,245.483994,244.951599,273.979492,273.838715,15.268400,5.406900,137.442093,357.754913,337.453796
913.707825,307.098907,3612.086426,3614.644287,306.882813,306.873505,283.457611,283.453400,5.847400,5.835000,10.470100,10.475600,246.052200,245.113907,245.904800,244.990204,212.434998,212.433701,18.000000,18.000000,243.764999,243.240707,273.950195,273.814392,15.265600,5.407000,134.752808,357.823608,337.450104
913.483826,303.511688,3611.992432,3614.229248,306.881805,306.875214,283.460297,283.460388,5.849700,5.837200,10.471900,10.477500,245.258804,244.285400,245.019897,244.066299,212.476593,212.475296,18.000000,18.000000,241.147293,240.644104,273.977905,273.837799,15.262700,5.406800,136.048798,358.169189,337.446991
913.251709,300.284698,3612.108154,3615.515625,306.880188,306.873810,283.463013,283.463409,5.850700,5.838000,10.470400,10.476000,244.904602,243.940506,244.949097,243.985901,212.428604,212.427307,18.000000,18.000000,241.408493,240.883408,273.987793,273.846313,15.268300,5.407400,137.267593,357.820007,337.452087
913.143188,302.829102,3611.972168,3614.671387,306.880402,306.871490,283.464294,283.465088,5.851300,5.838700,10.469100,10.474500,245.595306,244.654694,245.711502,244.790604,212.375504,212.374207,18.000000,18.000000,244.823395,244.295502,273.993896,273.852997,15.265600,5.407500,134.724197,357.474487,337.446991
