热功率（MW）915.010925,电功率（MW）299.991913,主回路1冷却剂流量（kg/s）3612.538574,主回路2冷却剂流量（kg/s）3615.324707,主回路1热管段冷却剂温度（℃）306.852814,主回路2热管段冷却剂温度（℃）306.851501,主回路1冷管段冷却剂温度（℃）283.405212,主回路2冷管段冷却剂温度（℃）283.398712,主回路1蒸汽发生器二次侧压力（MPa）5.842700,主回路2蒸汽发生器二次侧压力（MPa）5.829300,主回路1蒸汽发生器水位（m）10.473400,主回路2蒸汽发生器水位（m）10.480000,主回路1蒸汽发生器给水流量（kg/s）246.581894,主回路2蒸汽发生器给水流量（kg/s）246.011307,与前值相同，未使用,与前值相同，未使用,主回路1蒸汽发生器给水温度（℃）212.815598,主回路2蒸汽发生器给水温度（℃）212.814499,恒定量，未使用,恒定量，未使用,主回路1蒸汽发生器蒸汽出口流量（kg/s）244.279297,主回路2蒸汽发生器蒸汽出口流量（kg/s）243.720703,主回路1蒸汽发生器蒸汽出口温度（℃）273.898285,主回路2蒸汽发生器蒸汽出口温度（℃）273.749512,稳压器压力（MPa）15.265100,稳压器水位（m）5.402600,好像是稳压器加热功率，因为变化观察不到规律，未使用,稳压器蒸汽空间温度（℃）357.856293,稳压器水空间温度（℃）337.480011
914.997314,299.993805,3612.530029,3615.359131,306.853607,306.851715,283.405304,283.398895,5.843000,5.829400,10.472900,10.479400,246.559204,246.006104,246.559006,246.004807,212.815399,212.814194,18.000000,18.000000,244.367599,243.795898,273.901001,273.750397,15.266000,5.402500,130.897507,357.841187,337.486786
914.989380,299.993805,3612.514160,3615.219727,306.854095,306.851593,283.405304,283.398804,5.842400,5.829600,10.472800,10.479500,246.575302,245.995193,246.582001,245.991898,212.815506,212.814301,18.000000,18.000000,244.281799,243.735992,273.894501,273.752289,15.265800,5.402400,130.814606,357.870392,337.486115
915.003784,299.994202,3612.538330,3615.229736,306.852814,306.851501,283.405212,283.398804,5.842800,5.829200,10.472900,10.479300,246.577499,245.992706,246.571304,246.000107,212.815598,212.814407,18.000000,18.000000,244.311295,243.754501,273.899689,273.746613,15.265800,5.402400,130.874603,357.895905,337.486694
915.006714,299.990906,3612.550293,3615.269531,306.852814,306.851501,283.405304,283.398895,5.843000,5.829000,10.473000,10.479300,246.558105,246.023499,246.556702,246.022598,212.815704,212.814499,18.000000,18.000000,244.295303,243.709305,273.901611,273.746613,15.266100,5.402400,130.840302,357.885315,337.487488
915.007385,299.994293,3612.541992,3615.357666,306.853912,306.851410,283.405396,283.398895,5.842600,5.829400,10.472800,10.479400,246.562393,246.007004,246.569000,246.002701,212.815704,212.814499,18.000000,18.000000,244.320908,243.756897,273.896210,273.750488,15.266300,5.402400,130.677200,357.845886,337.487000
914.999573,299.992004,3612.520508,3615.350830,306.854401,306.851593,283.405396,283.398895,5.842700,5.829600,10.472900,10.479500,246.582504,245.993896,246.579498,245.992706,212.815598,212.814499,18.000000,18.000000,244.311096,243.764206,273.898590,273.752014,15.266000,5.402500,130.544205,357.836487,337.486115
915.007813,299.994812,3612.520996,3615.183838,306.853485,306.851593,283.405304,283.398895,5.842900,5.828900,10.473000,10.479200,246.566299,246.004105,246.562103,246.012894,212.815704,212.814499,18.000000,18.000000,244.304703,243.731094,273.901001,273.743896,15.265900,5.402400,130.525604,357.878387,337.486206
915.008484,299.992615,3612.539795,3615.270996,306.852997,306.851715,283.405487,283.398895,5.843100,5.829200,10.473000,10.479400,246.554306,246.022095,246.554703,246.016800,212.815704,212.814499,18.000000,18.000000,244.330002,243.744995,273.902313,273.748688,15.266100,5.402400,130.572800,357.878204,337.487000
915.001892,299.993988,3612.537842,3615.357666,306.853394,306.851715,283.405609,283.398895,5.843200,5.829400,10.473000,10.479400,246.554199,246.006607,246.553696,246.005096,212.815704,212.814499,18.000000,18.000000,244.369003,243.792099,273.903412,273.750000,15.266200,5.402400,130.439804,357.847900,337.486786
914.999084,299.998505,3612.518799,3615.271729,306.853485,306.851715,283.405487,283.398895,5.842700,5.828800,10.472800,10.479300,246.552307,246.013901,246.557404,246.018402,212.815704,212.814499,18.000000,18.000000,244.246796,243.665802,273.895905,273.743713,15.265900,5.402400,130.323898,357.863098,337.486694
