热功率（MW）915.010925,电功率（MW）299.991913,主回路1冷却剂流量（kg/s）3612.538574,主回路2冷却剂流量（kg/s）3615.324707,主回路1热管段冷却剂温度（℃）306.852814,主回路2热管段冷却剂温度（℃）306.851501,主回路1冷管段冷却剂温度（℃）283.405212,主回路2冷管段冷却剂温度（℃）283.398712,主回路1蒸汽发生器二次侧压力（MPa）5.842700,主回路2蒸汽发生器二次侧压力（MPa）5.829300,主回路1蒸汽发生器水位（m）10.473400,主回路2蒸汽发生器水位（m）10.480000,主回路1蒸汽发生器给水流量（kg/s）246.581894,主回路2蒸汽发生器给水流量（kg/s）246.011307,与前值相同，未使用,与前值相同，未使用,主回路1蒸汽发生器给水温度（℃）212.815598,主回路2蒸汽发生器给水温度（℃）212.814499,恒定量，未使用,恒定量，未使用,主回路1蒸汽发生器蒸汽出口流量（kg/s）244.279297,主回路2蒸汽发生器蒸汽出口流量（kg/s）243.720703,主回路1蒸汽发生器蒸汽出口温度（℃）273.898285,主回路2蒸汽发生器蒸汽出口温度（℃）273.749512,稳压器压力（MPa）15.265100,稳压器水位（m）5.402600,好像是稳压器加热功率，因为变化观察不到规律，未使用,稳压器蒸汽空间温度（℃）357.856293,稳压器水空间温度（℃）337.480011
915.018921,299.982605,3612.514160,3615.337891,306.853485,306.851105,283.404388,283.398010,5.842400,5.829200,10.473800,10.480400,246.570496,246.008606,246.579407,246.006500,212.815796,212.814606,18.000000,18.000000,244.253296,243.693298,273.894012,273.747711,15.263800,5.402700,136.615295,357.821808,337.469696
915.021179,300.008698,3612.531738,3615.279297,306.852386,306.851105,283.404297,283.397888,5.842900,5.829000,10.473900,10.480300,246.578705,246.018600,246.572006,246.020996,212.815399,212.814194,18.000000,18.000000,244.293793,243.721695,273.900085,273.746185,15.263600,5.402700,136.695404,357.858612,337.470306
915.019775,299.969299,3612.542725,3615.293701,306.852386,306.851013,283.404205,283.397888,5.842500,5.829300,10.473800,10.480400,246.570404,246.011795,246.575699,246.007904,212.815598,212.814407,18.000000,18.000000,244.301102,243.738800,273.895691,273.749695,15.264000,5.402700,136.723999,357.853394,337.470886
915.021973,300.017303,3612.527588,3615.343018,306.852814,306.851105,283.404297,283.397888,5.842700,5.829200,10.473900,10.480300,246.585602,246.001404,246.581100,246.005005,212.815201,212.813995,18.000000,18.000000,244.319901,243.765305,273.898285,273.747406,15.264000,5.402700,136.609604,357.821808,337.470398
915.022522,299.967194,3612.512451,3615.365479,306.854187,306.851105,283.404388,283.398193,5.842900,5.829000,10.474000,10.480300,246.567200,246.022095,246.565308,246.023102,212.815506,212.814301,18.000000,18.000000,244.293396,243.713699,273.900391,273.746094,15.263800,5.402700,136.622406,357.813904,337.469604
915.023804,300.013794,3612.518066,3615.236084,306.852600,306.850891,283.404297,283.398010,5.843000,5.829300,10.474000,10.480400,246.563095,246.013794,246.562500,246.011505,212.815308,212.814102,18.000000,18.000000,244.371796,243.796906,273.901794,273.749512,15.263600,5.402700,136.678207,357.855408,337.470306
915.026489,299.979706,3612.533203,3615.232178,306.852386,306.850891,283.404388,283.398102,5.842900,5.829500,10.474000,10.480500,246.560501,246.007004,246.563202,246.004898,212.815598,212.814407,18.000000,18.000000,244.350494,243.781799,273.899506,273.751099,15.263800,5.402700,136.805496,357.872894,337.470612
915.025574,300.004913,3612.535400,3615.307617,306.852386,306.851013,283.404694,283.398285,5.842400,5.829600,10.473900,10.480600,246.587006,245.994095,246.591003,245.992004,212.815598,212.814407,18.000000,18.000000,244.263504,243.724503,273.894989,273.752411,15.264000,5.402700,136.809799,357.843994,337.471405
915.034119,299.990509,3612.523682,3615.361084,306.852905,306.851105,283.404510,283.398285,5.842800,5.829100,10.474000,10.480300,246.577103,245.997406,246.572205,246.006195,212.815704,212.814499,18.000000,18.000000,244.313995,243.753693,273.898987,273.745514,15.264000,5.402700,136.686798,357.823486,337.470612
915.020020,299.989410,3612.518799,3615.164551,306.851990,306.851105,283.404388,283.398193,5.842400,5.829000,10.473900,10.480300,246.574905,246.025208,246.578995,246.021698,212.815704,212.814499,18.000000,18.000000,244.221100,243.651398,273.895508,273.746796,15.263800,5.402700,136.744003,357.863190,337.471313
915.015930,299.999115,3612.535645,3615.318359,306.852386,306.851288,283.404388,283.398102,5.842800,5.829500,10.473900,10.480400,246.575699,246.006897,246.573395,246.004395,212.815399,212.814194,18.000000,18.000000,244.368698,243.808197,273.899811,273.751007,15.264100,5.402700,136.821304,357.843414,337.471405
915.022278,299.981995,3612.522217,3615.318604,306.853485,306.851410,283.404388,283.398102,5.843000,5.829600,10.474000,10.480500,246.568604,246.000000,246.567398,245.998795,212.815598,212.814407,18.000000,18.000000,244.360504,243.799896,273.901306,273.752289,15.264000,5.402700,136.702499,357.828186,337.471008
915.013977,300.014587,3612.533691,3615.237061,306.852112,306.851196,283.404388,283.398102,5.843000,5.829200,10.474000,10.480300,246.563904,245.997803,246.561600,246.004593,212.815506,212.814301,18.000000,18.000000,244.328400,243.756104,273.900299,273.744812,15.263900,5.402600,136.744003,357.869293,337.471588
915.009216,299.975311,3612.539307,3615.354736,306.853088,306.851196,283.404602,283.398285,5.842300,5.828900,10.473800,10.480300,246.572006,246.027603,246.579193,246.025406,212.815796,212.814499,18.000000,18.000000,244.178207,243.609100,273.894714,273.746796,15.264200,5.402700,136.811295,357.840088,337.471893
915.017883,300.006714,3612.524170,3615.371338,306.852692,306.851105,283.404510,283.398285,5.842900,5.829500,10.473900,10.480400,246.575806,246.007202,246.570999,246.005005,212.815506,212.814301,18.000000,18.000000,244.383408,243.820694,273.901093,273.751312,15.264100,5.402700,136.711105,357.823608,337.471497
915.021729,299.982086,3612.523926,3615.260010,306.852112,306.851013,283.404388,283.398102,5.842800,5.829100,10.473800,10.480200,246.563995,246.005096,246.564697,246.010101,212.815506,212.814301,18.000000,18.000000,244.302307,243.730606,273.897614,273.744904,15.263900,5.402700,136.725403,357.859802,337.472107
915.022278,300.003693,3612.539551,3615.342529,306.852509,306.851105,283.404388,283.398285,5.842500,5.829100,10.473800,10.480300,246.579605,246.021301,246.582504,246.017899,212.815399,212.814194,18.000000,18.000000,244.251602,243.688293,273.897186,273.748505,15.264100,5.402700,136.858505,357.842194,337.472412
915.021729,299.980988,3612.524658,3615.334229,306.852997,306.851105,283.404510,283.398193,5.842900,5.829400,10.473900,10.480400,246.572006,246.006897,246.569504,246.005203,212.815399,212.814194,18.000000,18.000000,244.365601,243.801804,273.900696,273.750885,15.264200,5.402700,136.748306,357.827087,337.472412
915.020386,300.001007,3612.527344,3615.262939,306.852112,306.851105,283.404388,283.398193,5.843000,5.829600,10.473900,10.480400,246.565903,246.000702,246.565903,245.999100,212.815399,212.814194,18.000000,18.000000,244.366302,243.805603,273.899811,273.752289,15.264000,5.402700,136.718307,357.857788,337.472595
915.019287,299.994995,3612.534668,3615.189697,306.852203,306.851105,283.404510,283.398285,5.842300,5.829400,10.473800,10.480300,246.582199,245.990707,246.587799,245.992203,212.815506,212.814301,18.000000,18.000000,244.252396,243.709595,273.894409,273.747192,15.264100,5.402600,136.778397,357.875092,337.472687
915.015991,299.987213,3612.537109,3615.361572,306.852905,306.851288,283.404694,283.398499,5.842800,5.828800,10.473900,10.480200,246.574799,246.022903,246.568802,246.027603,212.815598,212.814407,18.000000,18.000000,244.259293,243.679001,273.900085,273.745514,15.264300,5.402700,136.811295,357.833405,337.472900
915.021423,299.998810,3612.523682,3615.336670,306.853394,306.851288,283.404388,283.398285,5.843000,5.829400,10.473900,10.480300,246.564697,246.012695,246.563705,246.009003,212.815506,212.814301,18.000000,18.000000,244.383804,243.811996,273.901794,273.750488,15.264300,5.402700,136.672501,357.826691,337.472504
