热功率（MW）915.010925,电功率（MW）299.991913,主回路1冷却剂流量（kg/s）3612.538574,主回路2冷却剂流量（kg/s）3615.324707,主回路1热管段冷却剂温度（℃）306.852814,主回路2热管段冷却剂温度（℃）306.851501,主回路1冷管段冷却剂温度（℃）283.405212,主回路2冷管段冷却剂温度（℃）283.398712,主回路1蒸汽发生器二次侧压力（MPa）5.842700,主回路2蒸汽发生器二次侧压力（MPa）5.829300,主回路1蒸汽发生器水位（m）10.473400,主回路2蒸汽发生器水位（m）10.480000,主回路1蒸汽发生器给水流量（kg/s）246.581894,主回路2蒸汽发生器给水流量（kg/s）246.011307,与前值相同，未使用,与前值相同，未使用,主回路1蒸汽发生器给水温度（℃）212.815598,主回路2蒸汽发生器给水温度（℃）212.814499,恒定量，未使用,恒定量，未使用,主回路1蒸汽发生器蒸汽出口流量（kg/s）244.279297,主回路2蒸汽发生器蒸汽出口流量（kg/s）243.720703,主回路1蒸汽发生器蒸汽出口温度（℃）273.898285,主回路2蒸汽发生器蒸汽出口温度（℃）273.749512,稳压器压力（MPa）15.265100,稳压器水位（m）5.402600,好像是稳压器加热功率，因为变化观察不到规律，未使用,稳压器蒸汽空间温度（℃）357.856293,稳压器水空间温度（℃）337.480011
915.013428,300.006500,3612.522705,3615.210693,306.853088,306.851593,283.405304,283.398895,5.842400,5.829500,10.473300,10.479900,246.585800,245.997299,246.589294,245.994904,212.815704,212.814499,18.000000,18.000000,244.265305,243.722198,273.896393,273.750488,15.265200,5.402500,134.897202,357.868500,337.481110
915.010803,300.001709,3612.544189,3615.309082,306.852997,306.851593,283.405212,283.398895,5.842900,5.828900,10.473400,10.479700,246.570297,246.007797,246.565399,246.015106,212.815704,212.814499,18.000000,18.000000,244.294006,243.718903,273.899200,273.744385,15.265300,5.402500,134.940201,357.873291,337.481293
915.010376,300.010712,3612.528320,3615.320313,306.853485,306.851715,283.405212,283.398804,5.842500,5.829300,10.473300,10.479800,246.573105,246.015503,246.578293,246.009705,212.815506,212.814301,18.000000,18.000000,244.287292,243.727203,273.896515,273.749115,15.265500,5.402600,134.870102,357.835693,337.481201
915.009583,299.995697,3612.519287,3615.242676,306.853088,306.851715,283.405090,283.398712,5.842900,5.829400,10.473400,10.479800,246.570496,246.004105,246.567200,246.003006,212.815598,212.814301,18.000000,18.000000,244.361801,243.796799,273.901611,273.750000,15.265300,5.402500,134.769897,357.863800,337.481201
915.009216,300.017914,3612.537109,3615.309326,306.852997,306.851715,283.405090,283.398804,5.842800,5.828900,10.473300,10.479700,246.559097,246.012100,246.560898,246.017502,212.815399,212.814194,18.000000,18.000000,244.287201,243.708603,273.896912,273.744110,15.265400,5.402500,134.837204,357.859406,337.481506
915.005188,299.994110,3612.520996,3615.261719,306.853485,306.851715,283.405212,283.398804,5.842500,5.829300,10.473300,10.479800,246.580002,246.014404,246.581406,246.009506,212.815598,212.814407,18.000000,18.000000,244.273804,243.714294,273.898102,273.748993,15.265400,5.402500,134.695496,357.849396,337.481293
915.007080,300.011414,3612.531982,3615.236816,306.852814,306.851593,283.404999,283.398712,5.842900,5.829400,10.473400,10.479900,246.568497,246.004807,246.566299,246.003906,212.815506,212.814301,18.000000,18.000000,244.373398,243.808105,273.901093,273.750793,15.265300,5.402500,134.626907,357.881012,337.481415
915.010376,300.004700,3612.539795,3615.350586,306.852905,306.851593,283.405090,283.398804,5.843100,5.829500,10.473500,10.479900,246.562393,246.000107,246.561707,245.999207,212.815506,212.814301,18.000000,18.000000,244.371902,243.806198,273.902710,273.752106,15.265600,5.402500,134.691299,357.853485,337.481903
915.011719,300.010803,3612.515625,3615.271240,306.853912,306.851715,283.405304,283.398895,5.842600,5.829700,10.473300,10.480000,246.562897,245.995300,246.569901,245.992096,212.815704,212.814499,18.000000,18.000000,244.303207,243.753296,273.895294,273.753387,15.265500,5.402500,134.546799,357.843109,337.481689
915.013489,300.010590,3612.534668,3615.267334,306.852814,306.851593,283.405212,283.398895,5.842600,5.829800,10.473400,10.480000,246.589996,245.984207,246.587402,245.984100,212.815704,212.814499,18.000000,18.000000,244.297897,243.761993,273.898895,273.754211,15.265300,5.402500,134.505295,357.880096,337.481995
915.013489,300.001709,3612.542725,3615.374756,306.852997,306.851593,283.405212,283.398895,5.843000,5.829800,10.473400,10.479900,246.572601,245.986206,246.570694,245.985992,212.815796,212.814697,18.000000,18.000000,244.351196,243.802704,273.901611,273.754913,15.265500,5.402500,134.541000,357.851898,337.482513
915.016785,300.020508,3612.524414,3615.300537,306.852997,306.851593,283.405090,283.398712,5.843100,5.829400,10.473500,10.479700,246.564102,245.987701,246.561203,245.994095,212.815796,212.814606,18.000000,18.000000,244.331207,243.764694,273.903198,273.746887,15.265500,5.402500,134.395096,357.849915,337.482086
915.018799,299.998413,3612.526123,3615.142334,306.852509,306.851593,283.404785,283.398407,5.842500,5.828900,10.473200,10.479600,246.556503,246.025894,246.565399,246.025696,212.815903,212.814697,18.000000,18.000000,244.175201,243.598297,273.894012,273.746613,15.265400,5.402500,134.397995,357.888214,337.482788
