热功率（MW）915.010925,电功率（MW）299.991913,主回路1冷却剂流量（kg/s）3612.538574,主回路2冷却剂流量（kg/s）3615.324707,主回路1热管段冷却剂温度（℃）306.852814,主回路2热管段冷却剂温度（℃）306.851501,主回路1冷管段冷却剂温度（℃）283.405212,主回路2冷管段冷却剂温度（℃）283.398712,主回路1蒸汽发生器二次侧压力（MPa）5.842700,主回路2蒸汽发生器二次侧压力（MPa）5.829300,主回路1蒸汽发生器水位（m）10.473400,主回路2蒸汽发生器水位（m）10.480000,主回路1蒸汽发生器给水流量（kg/s）246.581894,主回路2蒸汽发生器给水流量（kg/s）246.011307,与前值相同，未使用,与前值相同，未使用,主回路1蒸汽发生器给水温度（℃）212.815598,主回路2蒸汽发生器给水温度（℃）212.814499,恒定量，未使用,恒定量，未使用,主回路1蒸汽发生器蒸汽出口流量（kg/s）244.279297,主回路2蒸汽发生器蒸汽出口流量（kg/s）243.720703,主回路1蒸汽发生器蒸汽出口温度（℃）273.898285,主回路2蒸汽发生器蒸汽出口温度（℃）273.749512,稳压器压力（MPa）15.265100,稳压器水位（m）5.402600,好像是稳压器加热功率，因为变化观察不到规律，未使用,稳压器蒸汽空间温度（℃）357.856293,稳压器水空间温度（℃）337.480011
587.238281,180.866898,3619.874268,3623.816162,298.649811,298.645294,283.376495,283.248413,6.053600,6.068500,10.454200,10.454400,150.520401,151.352493,150.542007,151.371994,189.022797,189.022995,18.000000,18.000000,148.395493,149.288406,276.207397,276.368988,15.417300,4.943900,201.995407,357.864197,335.530396
587.232727,180.863007,3619.871338,3623.723145,298.648590,298.644714,283.376007,283.247986,6.053900,6.068100,10.454300,10.454200,150.615295,151.450699,150.610504,151.455002,189.020294,189.020599,18.000000,18.000000,148.436401,149.314896,276.210388,276.362915,15.417000,4.943600,196.528000,357.891510,335.530609
587.227783,180.839706,3619.896484,3623.840332,298.647705,298.644196,283.375702,283.247498,6.054000,6.067900,10.454300,10.454200,150.572906,151.447495,150.589005,151.465805,189.018204,189.018402,18.000000,18.000000,148.397293,149.234207,276.211487,276.362610,15.417200,4.943500,191.079102,357.890289,335.531586
587.225403,180.839600,3619.891846,3623.922852,298.648193,298.643707,283.375397,283.247101,6.053900,6.068300,10.454200,10.454300,150.682602,151.559097,150.696396,151.569107,189.015900,189.016098,18.000000,18.000000,148.498505,149.346207,276.209808,276.366211,15.417200,4.943300,185.555893,357.863586,335.531097
587.225586,180.856796,3619.880127,3623.819824,298.648895,298.643188,283.374908,283.246613,6.053000,6.068500,10.454000,10.454400,150.684204,151.521500,150.687302,151.513504,189.013702,189.013901,18.000000,18.000000,148.338699,149.233505,276.201385,276.367798,15.417000,4.943200,180.015594,357.858307,335.530609
587.222473,180.831497,3619.880371,3623.730957,298.647186,298.642487,283.374298,283.245911,6.053700,6.067600,10.454100,10.454000,150.755798,151.594193,150.759399,151.609604,189.011703,189.011902,18.000000,18.000000,148.390396,149.267593,276.207886,276.358093,15.416700,4.943000,174.576797,357.885315,335.530487
587.216125,180.830307,3619.897461,3623.757813,298.645599,298.641907,283.373505,283.245087,6.053700,6.067900,10.454100,10.454100,150.770905,151.642807,150.803299,151.672897,189.009598,189.009796,18.000000,18.000000,148.445694,149.288895,276.207214,276.362488,15.416600,4.942800,169.236694,357.905914,335.531189
587.210693,180.827698,3619.919678,3623.877686,298.645294,298.641388,283.372894,283.244507,6.052900,6.067700,10.453900,10.454000,150.843201,151.693802,150.834900,151.683197,189.007294,189.007599,18.000000,18.000000,148.335297,149.210693,276.200012,276.358887,15.416700,4.942700,163.855103,357.881989,335.532104
587.211426,180.822693,3619.901855,3623.812500,298.644806,298.640686,283.372192,283.243805,6.053500,6.067700,10.454000,10.454000,150.876694,151.743301,150.913300,151.779907,189.005203,189.005493,18.000000,18.000000,148.448807,149.305695,276.205414,276.359985,15.416500,4.942500,158.317596,357.876190,335.531097
587.207397,180.820404,3619.923340,3623.769531,298.643707,298.640106,283.371490,283.243103,6.052700,6.067900,10.453800,10.454100,150.954102,151.799103,150.953995,151.791000,189.003006,189.003204,18.000000,18.000000,148.384003,149.268204,276.198212,276.362213,15.416300,4.942300,152.974594,357.900391,335.531799
587.209717,180.817001,3619.931885,3623.891846,298.642914,298.639496,283.371002,283.242401,6.053400,6.068000,10.454100,10.454200,151.019394,151.858795,151.042999,151.883301,189.000900,189.001099,18.000000,18.000000,148.512604,149.399796,276.204987,276.363190,15.416300,4.942100,147.597305,357.877014,335.531586
587.218323,180.817993,3619.923340,3623.889404,298.643402,298.638702,283.370209,283.241791,6.052800,6.068100,10.453900,10.454300,151.047104,151.882797,151.035294,151.861206,188.998795,188.998993,18.000000,18.000000,148.419601,149.312607,276.197601,276.364410,15.416000,4.942000,142.105606,357.865295,335.530609
587.217773,180.814407,3619.929443,3623.772217,298.641602,298.637909,283.369507,283.240997,6.052900,6.066900,10.454000,10.453900,151.002808,151.831207,150.993500,151.837906,188.997299,188.997604,18.000000,18.000000,148.284103,149.173706,276.199799,276.351013,15.415800,4.941800,136.776901,357.889191,335.530609
587.220520,180.806503,3619.941406,3623.798828,298.640289,298.637299,283.368713,283.240204,6.053200,6.067500,10.454100,10.454000,151.056900,151.925903,151.101303,151.970505,188.995804,188.996094,18.000000,18.000000,148.478500,149.329895,276.202393,276.357788,15.415700,4.941600,131.452606,357.894501,335.530487
587.224121,180.804794,3619.945313,3623.901855,298.641510,298.636688,283.367889,283.239288,6.053200,6.066900,10.454200,10.453900,151.160706,152.041794,151.142197,152.033203,188.993805,188.994003,18.000000,18.000000,148.464294,149.309204,276.203491,276.350800,15.415700,4.941500,126.060997,357.860901,335.529999
587.229370,180.802002,3619.939697,3623.796143,298.640411,298.635986,283.366913,283.238312,6.052700,6.067300,10.454000,10.454100,151.118805,152.018600,151.137497,152.024094,188.992096,188.992401,18.000000,18.000000,148.407303,149.251801,276.194489,276.356293,15.415200,4.941300,120.617897,357.879211,335.529297
587.232178,180.798096,3619.968262,3623.827148,298.638489,298.635315,283.365997,283.237396,6.052400,6.067100,10.454000,10.454000,151.173492,152.024307,151.186600,152.038803,188.990707,188.990906,18.000000,18.000000,148.386002,149.272995,276.196289,276.351593,15.415000,4.941100,115.372200,357.899109,335.529388
587.232117,180.793396,3619.972900,3623.915283,298.638397,298.634613,283.365204,283.236603,6.052800,6.066800,10.454100,10.454000,151.230606,152.105896,151.240005,152.117798,188.989105,188.989304,18.000000,18.000000,148.462906,149.312195,276.199402,276.352112,15.414900,4.940900,110.072098,357.868805,335.529297
587.239990,180.791107,3619.963867,3623.927246,298.638794,298.633911,283.364288,283.235687,6.052300,6.067200,10.454000,10.454200,151.303894,152.174606,151.302307,152.163498,188.987503,188.987701,18.000000,18.000000,148.436996,149.307098,276.190704,276.354797,15.414600,4.940800,104.692001,357.856415,335.527710
587.245117,180.788895,3619.976074,3623.823242,298.636414,298.632904,283.363098,283.234406,6.052100,6.066700,10.454100,10.454100,151.282501,152.118896,151.287399,152.129593,188.986206,188.986496,18.000000,18.000000,148.364807,149.254303,276.193115,276.347412,15.414300,4.940600,99.440598,357.878693,335.527496
587.244629,180.783493,3619.996582,3623.873779,298.636200,298.632202,283.362213,283.233612,6.052500,6.066600,10.454200,10.454100,151.320404,152.187393,151.337997,152.207397,188.985107,188.985306,18.000000,18.000000,148.466003,149.317993,276.195496,276.348999,15.414100,4.940400,94.183403,357.879791,335.527496
587.252380,180.780899,3619.993896,3623.937256,298.636108,298.631500,283.361298,283.232697,6.052600,6.066900,10.454200,10.454300,151.400101,152.272797,151.408096,152.279404,188.983704,188.983902,18.000000,18.000000,148.523804,149.379105,276.194214,276.350891,15.414000,4.940200,88.913399,357.848511,335.526398
587.265015,180.780502,3619.987793,3623.915771,298.635406,298.630707,283.360413,283.231689,6.051500,6.067000,10.454000,10.454500,151.387207,152.230392,151.377304,152.207794,188.982605,188.982803,18.000000,18.000000,148.356506,149.255402,276.184387,276.352203,15.413500,4.940100,83.609100,357.849304,335.524811
587.269714,180.775803,3620.005127,3623.874268,298.633911,298.629700,283.359314,283.230713,6.052000,6.067000,10.454200,10.454500,151.430099,152.247299,151.460907,152.279007,188.981796,188.982101,18.000000,18.000000,148.493805,149.404907,276.190094,276.351288,15.413000,4.939800,78.393501,357.873901,335.524506
587.275574,180.774994,3620.015625,3623.930420,298.633301,298.628815,283.358185,283.229614,6.052200,6.065800,10.454400,10.454100,151.449997,152.298294,151.418793,152.283905,188.980896,188.981094,18.000000,18.000000,148.365295,149.220093,276.191711,276.338104,15.412900,4.939700,73.276497,357.847687,335.524292
587.289124,180.769394,3620.009277,3623.941650,298.633789,298.628204,283.357208,283.228607,6.052300,6.066400,10.454500,10.454400,151.430496,152.317398,151.470993,152.357498,188.980301,188.980499,18.000000,18.000000,148.534698,149.371201,276.192413,276.345886,15.412700,4.939500,67.989403,357.829315,335.522614
587.300415,180.768906,3620.021729,3623.851563,298.631592,298.627289,283.355988,283.227112,6.051200,6.065800,10.454200,10.454200,151.502106,152.381393,151.466904,152.340500,188.979401,188.979599,18.000000,18.000000,148.293900,149.154099,276.179413,276.337585,15.412100,4.939300,62.772301,357.864014,335.522095
587.298218,180.761093,3620.050293,3623.972656,298.629913,298.626495,283.354889,283.226013,6.051600,6.066100,10.454300,10.454300,151.452805,152.318207,151.513794,152.378906,188.979095,188.979294,18.000000,18.000000,148.479797,149.349899,276.186798,276.343201,15.411800,4.939100,57.741199,357.859192,335.521515
