热功率（MW）915.010925,电功率（MW）299.991913,主回路1冷却剂流量（kg/s）3612.538574,主回路2冷却剂流量（kg/s）3615.324707,主回路1热管段冷却剂温度（℃）306.852814,主回路2热管段冷却剂温度（℃）306.851501,主回路1冷管段冷却剂温度（℃）283.405212,主回路2冷管段冷却剂温度（℃）283.398712,主回路1蒸汽发生器二次侧压力（MPa）5.842700,主回路2蒸汽发生器二次侧压力（MPa）5.829300,主回路1蒸汽发生器水位（m）10.473400,主回路2蒸汽发生器水位（m）10.480000,主回路1蒸汽发生器给水流量（kg/s）246.581894,主回路2蒸汽发生器给水流量（kg/s）246.011307,与前值相同，未使用,与前值相同，未使用,主回路1蒸汽发生器给水温度（℃）212.815598,主回路2蒸汽发生器给水温度（℃）212.814499,恒定量，未使用,恒定量，未使用,主回路1蒸汽发生器蒸汽出口流量（kg/s）244.279297,主回路2蒸汽发生器蒸汽出口流量（kg/s）243.720703,主回路1蒸汽发生器蒸汽出口温度（℃）273.898285,主回路2蒸汽发生器蒸汽出口温度（℃）273.749512,稳压器压力（MPa）15.265100,稳压器水位（m）5.402600,好像是稳压器加热功率，因为变化观察不到规律，未使用,稳压器蒸汽空间温度（℃）357.856293,稳压器水空间温度（℃）337.480011
587.350525,180.893906,3619.847412,3623.656006,298.652008,298.648987,283.378113,283.250214,6.054300,6.068200,10.454900,10.454700,150.129395,150.976501,150.119797,150.976105,189.043304,189.043503,18.000000,18.000000,148.416901,149.277100,276.214386,276.364288,15.416800,4.945200,250.210800,357.884308,335.525513
587.333374,180.891403,3619.862061,3623.689697,298.651703,298.648712,283.378113,283.250092,6.054300,6.068300,10.454800,10.454700,150.104599,150.984406,150.127701,151.005997,189.041107,189.041306,18.000000,18.000000,148.416107,149.247192,276.214386,276.366913,15.417000,4.945000,244.786301,357.894989,335.526794
587.314392,180.888000,3619.862549,3623.796631,298.652496,298.648499,283.378296,283.250092,6.053500,6.068600,10.454500,10.454800,150.175903,151.027802,150.180206,151.021896,189.038803,189.039001,18.000000,18.000000,148.342407,149.216705,276.205902,276.369598,15.417200,4.944900,239.225906,357.863098,335.527191
587.301086,180.882996,3619.851074,3623.727295,298.651611,298.648102,283.378113,283.249908,6.054100,6.068700,10.454600,10.454700,150.260300,151.096695,150.292999,151.129898,189.036606,189.036804,18.000000,18.000000,148.469498,149.356003,276.212708,276.370514,15.417100,4.944700,233.632599,357.880096,335.527405
587.288208,180.882706,3619.868896,3623.732178,298.651215,298.647614,283.377899,283.249908,6.054200,6.067900,10.454600,10.454400,150.297302,151.155106,150.281296,151.149506,189.034103,189.034302,18.000000,18.000000,148.377808,149.229004,276.213715,276.361908,15.417300,4.944500,228.222397,357.893707,335.529114
587.273926,180.878006,3619.858887,3623.799072,298.651703,298.647186,283.377899,283.249695,6.053600,6.068400,10.454300,10.454500,150.294495,151.158401,150.321106,151.175003,189.031906,189.032104,18.000000,18.000000,148.358902,149.221603,276.206207,276.367889,15.417400,4.944400,222.633408,357.859406,335.528900
587.264893,180.873505,3619.858887,3623.662598,298.650085,298.646606,283.377411,283.249298,6.053900,6.068100,10.454300,10.454300,150.396500,151.244705,150.415695,151.269608,189.029495,189.029800,18.000000,18.000000,148.407196,149.276398,276.210785,276.363190,15.417200,4.944200,217.071503,357.892609,335.529510
587.257507,180.870300,3619.881348,3623.810303,298.649689,298.646210,283.377106,283.248993,6.054100,6.068200,10.454400,10.454300,150.443207,151.310699,150.462708,151.331406,189.026993,189.027206,18.000000,18.000000,148.455795,149.303299,276.212402,276.365814,15.417200,4.944100,211.668503,357.889496,335.530396
587.244385,180.868393,3619.862061,3623.746338,298.649506,298.645599,283.376801,283.248596,6.053500,6.068400,10.454100,10.454400,150.510696,151.367996,150.510605,151.358002,189.024399,189.024704,18.000000,18.000000,148.377899,149.251099,276.204590,276.367798,15.417300,4.944000,206.145294,357.868286,335.530304
587.238281,180.864395,3619.877441,3623.755371,298.648590,298.645111,283.376404,283.248199,6.053700,6.068600,10.454200,10.454400,150.542007,151.371994,150.572906,151.402802,189.022202,189.022400,18.000000,18.000000,148.453903,149.347702,276.209290,276.368988,15.417000,4.943700,200.587799,357.900787,335.530609
